,sublimations_0,sublimations_1,sublimations_2,sublimations_3,sublimations_4,sublimations_5,sublimations_6,sublimations_7,sublimations_8,sublimations_9,sublimations_10,sublimations_11
https://www.zenithwakfu.com/builder/snkyw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/johgo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rr21o,Cicatrisation III,Carapace II,Wakfu Berserk III,Cicatrisation III,Précaution III,Ravage III,Mesure III,Par-delà la barrière,,,,
https://www.zenithwakfu.com/builder/mphjz,Balance critique III,Force vitale II,Abandon II,Consolation critique III,Ambition III,Ambition III,Abandon II,Neutralité III,Puissance brute III,Abandon II,Dénouement,Par-delà la barrière
https://www.zenithwakfu.com/builder/upxtn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/nme50,Force vitale II,,Carapace II,Carnage III,Carnage III,Ravage III,Sanguinolence III,Puissance brute III,Poids Plume III,,Mesure III,Pétulance
https://www.zenithwakfu.com/builder/cflqq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2lfzs,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/nqorl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8pgyn,Influence du Wakfu II,Tellurisme III,Profit II,Influence vitale III,Influence vitale III,Influence III,Profit II,Ravage III,Force vitale II,Tellurisme secondaire III,,
https://www.zenithwakfu.com/builder/bbu6z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8yica,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kfabj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8nem8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/al7id,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/irbrw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/t7ywk,,Cicatrisation II,Cicatrisation II,Abandon II,Ruine III,Ruine III,Secret de la vie II,Carapace II,Abandon II,Cicatrisation II,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/y7zsy,,Destruction I,,,,Destruction I,,Destruction I,Destruction I,Destruction I,,
https://www.zenithwakfu.com/builder/lsejf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gvxjs,Abandon II,Abandon II,Ambition III,Influence III,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Neutralité III,Profit II,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/as7ed,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/awsjb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/afme5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kr92l,Influence du Wakfu I,Influence du Wakfu I,,,,,,,,,,
https://www.zenithwakfu.com/builder/k80mj,Ruine III,Ruine III,Destruction III,Influence lente III,Brûlure III,Cicatrisation III,Carapace II,Cicatrisation III,Critique Berserk III,Critique Berserk III,Concentration Elémentaire,Energie ancestrale
https://www.zenithwakfu.com/builder/y2mrn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/itfwa,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ethex,Influence III,Force légère III,,Acribie III,Acribie III,Poids Plume III,,Ravage III,Tellurisme III,Brûlure III,,
https://www.zenithwakfu.com/builder/qoz5v,Sanguinolence III,Influence du Wakfu I,Profit II,Influence lente III,Force vitale II,Puissance brute III,Influence vitale III,Profit II,Influence III,Ravage III,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/ahnw0,Influence paradoxale II,Influence paradoxale II,Dévastation I,Puissance brute III,Brûlure secondaire III,Consolation critique III,Loup solitaire III,Consolation critique II,Longueur III,Longueur III,Mesure III,Par-delà la barrière
https://www.zenithwakfu.com/builder/r4ufp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/u0uap,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/povj2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hvern,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/meflg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kffy9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/chcdj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rua9v,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kqcgc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mqav0,Influence du Wakfu II,Force vitale II,Stupéfaction III,Brûlure III,Influence vitale III,Retour PA II,Retour PA II,Puissance brute I,Ravage III,Acribie III,Mesure III,Lunatique
https://www.zenithwakfu.com/builder/0xhnr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/o46tv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cfl7p,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/alief,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ksvib,Influence III,Influence III,Influence du Wakfu II,Retour PA II,Retour PA II,Dimensionnalité II,,,,,,
https://www.zenithwakfu.com/builder/iqirm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gyp5z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kaw5n,Influence du Wakfu II,Brûlure II,,Tellurisme III,Vivacité II,Carnage II,Consolation critique II,Puissance brute I,Carnage II,Carnage II,Mesure III,Energie ancestrale
https://www.zenithwakfu.com/builder/4ltlo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/iqcmp,Ruine III,Ruine II,,,,,,,,,,
https://www.zenithwakfu.com/builder/6whsb,Influence II,Influence II,Influence II,Influence vitale II,Influence vitale II,Influence vitale II,Force vitale II,Agilité vitale II,,,,
https://www.zenithwakfu.com/builder/haf90,Expert des armes légères III,Influence vitale III,Influence du Wakfu II,Ambition III,Ambition III,Expert des armes légères III,Tellurisme secondaire III,Force vitale II,Influence vitale III,Neutralité III,Dénouement,Alternance
https://www.zenithwakfu.com/builder/cxnbo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/k1o8f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/04cek,Carnage III,Expert des armes légères III,,Expert des armes légères III,Carnage III,,,Ravage II,,Ravage II,,
https://www.zenithwakfu.com/builder/2vvsb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3yldk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5hhwk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vcrac,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/z16tn,,,,,,Théorie de la matière II,,,,,,
https://www.zenithwakfu.com/builder/svvnb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tkvkp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ubccr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tnmku,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kbms2,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/icrie,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gbd38,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xrtjf,Altruisme III,,Courage III,Courage III,Altruisme III,,,,,,,
https://www.zenithwakfu.com/builder/6xmpo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ahpk0,Neutralité II,Contre-attaque II,Neutralité II,Prétention II,Contre-attaque II,Prétention II,Prétention II,Ruine III,Ruine III,,Aura de Flammes,
https://www.zenithwakfu.com/builder/9utfr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fj7tg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/9xg7k,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fgrcg,Précaution II,Précaution II,Dernier souffle I,,Retour enflammé II,Cicatrisation I,Cicatrisation I,Wakfu Berserk III,Critique Berserk I,Critique Berserk I,,
https://www.zenithwakfu.com/builder/e6g9a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fmyaa,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ztuzm,Verrouillage III,Verrouillage III,Influence III,Influence III,Ravage secondaire II,Ravage secondaire II,Acribie III,Acribie III,Ravage secondaire II,Influence lente III,,Par-delà la barrière
https://www.zenithwakfu.com/builder/ofb8v,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/qcp1y,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kzbxj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/l5owq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bh9vo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bhpsi,Courage III,Cicatrisation III,Intégrité II,Vélocité II,Force vitale II,Cicatrisation III,Altruisme III,Courage III,Ravage II,Carnage III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/vo076,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hdtqp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mciey,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/g1ykb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/59r8l,Retour vital II,Influence vitale III,Retour PA II,Influence III,Influence III,Influence vitale III,Retour PA II,Puissance brute III,Sauvegarde II,Influence du Wakfu II,Maniement : Dague,Lunatique
https://www.zenithwakfu.com/builder/fkhf9,,,,Ravage II,Ravage I,,Influence II,Verrouillage III,,Ravage II,,
https://www.zenithwakfu.com/builder/lsqiv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bxaba,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jpleo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/sviqr,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/r5cgf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3oxzb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5svlc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/n3d1l,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/buwor,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dzifn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/lftve,Influence du Wakfu II,Influence vitale II,Brûlure III,Retour PA II,Influence II,Retour PA II,Ravage III,Puissance brute I,Influence vitale III,Force vitale II,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/yt75v,,,,,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/lhufp,Cicatrisation III,Cicatrisation III,Tellurisme secondaire II,Tellurisme II,Influence III,Brûlure II,Tellurisme secondaire II,Influence III,Brûlure II,Tellurisme II,Dénouement,
https://www.zenithwakfu.com/builder/4ot5w,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/50rot,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bnmdk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/k3rz9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/wguvi,Cicatrisation III,Théorie de la matière II,Prétention III,Allocentrisme III,Visibilité II,Vélocité II,Cicatrisation III,Enveloppe rocheuse III,Prétention III,Enveloppe rocheuse III,Pilier II,Energie ancestrale
https://www.zenithwakfu.com/builder/l583b,Brûlure I,Brûlure I,Brûlure I,Critique Berserk II,Critique Berserk II,Brûlure I,Focalisation II,Critique Berserk II,,,,
https://www.zenithwakfu.com/builder/ml9cq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/otljo,Préparation critique III,Embuscade III,Influence du Wakfu II,Puissance brute III,Influence lente III,Destruction III,Destruction III,Tellurisme III,Ravage III,Brûlure III,Anatomie,Stasification
https://www.zenithwakfu.com/builder/3gwbe,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aavgo,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/kkkgu,Retour PA II,Retour PA II,Puissance brute I,Visibilité II,Ravage III,Influence du Wakfu II,Brûlure III,Influence vitale III,Influence III,Persistance II,Concentration Elémentaire,Alternance
https://www.zenithwakfu.com/builder/pvhuz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gc04f,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ih4ae,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/upjfv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/xwldx,Enveloppe rocheuse I,,Allocentrisme I,,Allocentrisme I,,Enveloppe rocheuse I,,Allocentrisme I,Enveloppe rocheuse I,,
https://www.zenithwakfu.com/builder/sikqq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pacmo,Carnage III,Carnage III,Influence III,Influence III,Neutralité II,Expert des armes légères III,Neutralité II,Ambition III,Ambition III,Expert des armes légères III,,
https://www.zenithwakfu.com/builder/xza6s,Cicatrisation II,Brûlure II,Expert des Coups critiques III,Retour PA II,Parade Berserk III,Critique Berserk III,Critique Berserk III,Ravage II,Ravage II,Retour PA II,Furie,Energie ancestrale
https://www.zenithwakfu.com/builder/s5cgq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mpwlf,,Force vitale II,,,,Puissance brute III,,Ravage III,,,Dénouement,Alternance II
https://www.zenithwakfu.com/builder/btngk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cxof6,,Influence du Wakfu I,,Ravage III,,Carnage III,Cicatrisation I,Influence lente III,Influence du Wakfu I,,,
https://www.zenithwakfu.com/builder/mt81r,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/lvjju,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fzeb8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ghx0e,Sanguinolence III,Gel III,Gel secondaire III,Influence vitale III,Influence vitale III,Poids Plume III,Embuscade III,Embuscade III,Influence lente III,Ravage III,Inflexibilité,Par-delà la barrière
https://www.zenithwakfu.com/builder/cxepz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/41tg6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pxpbf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/v82hd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/efh8b,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/nvehv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jlntb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/iciiw,Secret de la vie II,Gel II,Force vitale II,Agilité vitale II,Gel secondaire III,Influence du Wakfu II,Gel II,Influence III,Ravage III,Influence vitale III,Concentration Elémentaire,Par-delà la barrière
https://www.zenithwakfu.com/builder/trllh,Influence du Wakfu II,,,Retour PA II,Retour PA II,Puissance brute I,,,Expert des armes légères III,Expert des armes légères III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/a7prn,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/iyis3,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1hoyp,Enveloppe rocheuse III,Evasion III,Carapace II,Visibilité II,Dérobade lente II,Vélocité II,Enveloppe rocheuse III,Tolérance II,Ravage III,Evasion III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/4aqni,Acribie III,Brûlure III,Force vitale II,Visibilité II,Acribie III,Influence vitale III,Dévastation III,Influence III,Influence vitale III,Ravage III,Maniement : Dague,Hypermétrope
https://www.zenithwakfu.com/builder/wzrbg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vlmsg,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/stvp5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vqbdc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/m7rrt,Enveloppe rocheuse III,Evasion III,Carapace II,Visibilité II,Dérobade lente II,Vélocité II,Enveloppe rocheuse III,Tolérance II,Ravage III,Evasion III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/jm12n,Enveloppe rocheuse III,Evasion III,Carapace II,Visibilité II,Dérobade lente II,Vélocité II,Enveloppe rocheuse III,Tolérance II,Ravage III,Evasion III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/wht5r,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8frpx,Ambition III,Profit II,Influence lente III,Ambition III,Profit II,Sanguinolence III,Profit II,Tabass'Carapace III,Puissance brute III,Neutralité III,Concentration Elémentaire,Dernier instant
https://www.zenithwakfu.com/builder/u5wq8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bslmy,Influence vitale II,Retour PA II,Retour PA II,Influence II,Brûlure II,Influence du Wakfu II,,Ravage II,Ravage II,Puissance brute II,Dénouement,Energie ancestrale
https://www.zenithwakfu.com/builder/oimjk,Influence du Wakfu I,,,Influence du Wakfu I,,,,,,,,
https://www.zenithwakfu.com/builder/nzteb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/bor46,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/s79qm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mpjxc,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jaiso,,,Carapace II,,,,,,,Ravage III,Mesure III,Par-delà la barrière
https://www.zenithwakfu.com/builder/h23td,Expert des armes légères III,Expert des armes légères III,Armure lourde II,Brûlure III,Ravage III,Critique Berserk III,Dernier souffle III,Destruction III,Destruction III,Critique Berserk III,Furie,
https://www.zenithwakfu.com/builder/eke4q,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4dlyt,Cicatrisation III,Cicatrisation III,Ravage III,Carapace II,,,,,,,Concentration Elémentaire,
https://www.zenithwakfu.com/builder/5lltx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/1mn2d,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5e6ka,Influence III,Influence III,Longueur d'armure III,Longueur d'armure III,Coque III,Carapace II,Sauvegarde du Wakfu II,Coque III,Cicatrisation III,Cicatrisation III,Précision chirurgicale,Pétulance
https://www.zenithwakfu.com/builder/uryvw,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ui5m0,,,,,,,,,,,Concentration Elémentaire,Alternance II
https://www.zenithwakfu.com/builder/prlkp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/6rrum,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/5elvd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/n3lco,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/caebi,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/4qgsu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ib4ah,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/0l0xq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/x3bew,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/u8nqv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/opycu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mtuky,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/mwznl,,,,Puissance brute I,Ravage II,,,Ravage II,,Influence II,,
https://www.zenithwakfu.com/builder/2v9k3,Carapace II,Courage III,Ravage III,Courage III,Intégrité II,,,,Allocentrisme III,,Abnégation,Distribution
https://www.zenithwakfu.com/builder/lmqzi,Brûlure III,Stupéfaction II,Force vitale II,Retour PA II,Stupéfaction II,Influence vitale III,Retour PA II,Ravage III,Influence du Wakfu II,Puissance brute II,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/oehew,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vbtlv,Embuscade II,Embuscade II,Retour PA II,Influence III,Destruction III,Ravage II,Gel III,Destruction III,Ravage II,Anatomie,,
https://www.zenithwakfu.com/builder/xsavl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/3a5cq,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dlawz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ihwk6,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/k4atb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/dhsf1,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ia3wl,Représailles III,Abandon II,Ambition III,Influence III,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Neutralité III,Profit II,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/p9bs3,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/iooob,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tnybo,Brûlure III,Contre-attaque III,Dernier souffle III,Courage III,Courage III,Précaution III,Contre-attaque III,Embuscade III,Ravage III,Embuscade III,Constance,Energie ancestrale
https://www.zenithwakfu.com/builder/trbhd,Carapace II,Abandon II,Ambition III,Influence III,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Neutralité III,Profit II,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/dgw6c,Gel III,Gel secondaire III,Destruction III,Destruction III,Carapace II,Ravage III,Courage III,Cicatrisation III,Cicatrisation III,Courage III,Constance,Brasero
https://www.zenithwakfu.com/builder/fddoy,Ravage secondaire II,Ravage secondaire II,Influence III,Ravage II,Cicatrisation III,Cicatrisation III,Ravage II,Agilité vitale II,Ravage secondaire II,Influence III,Concentration Elémentaire,Sentinelle
https://www.zenithwakfu.com/builder/2qenw,,Influence lente III,Ravage III,Carnage III,Carnage III,Armure lourde II,Brûlure III,Dévastation III,Force vitale II,Puissance brute II,Maniement : Dague,Sentinelle
https://www.zenithwakfu.com/builder/pl9hi,Représailles III,Abandon II,Ambition III,Influence III,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Neutralité III,Profit II,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/u6ajd,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/t0w9j,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/8e2mi,Embuscade écartée III,Force vitale II,Profit II,Profit II,Influence du Wakfu II,Sanguinolence III,Embuscade écartée III,Puissance brute III,Influence vitale III,Influence vitale III,,Dernier instant
https://www.zenithwakfu.com/builder/bxszb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/yqxvm,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/uuhhe,,,,,,,,,,,Anatomie,
https://www.zenithwakfu.com/builder/glvgv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pwkfl,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gbqxz,Expert des armes légères III,Ruine cyclique II,Influence III,Ravage II,Ravage II,Influence III,Expert des armes légères III,Influence lente III,Ruine III,Ruine III,Concentration Elémentaire,Stasification
https://www.zenithwakfu.com/builder/ylw6a,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/y01u5,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/s4uuh,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/aqkh0,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/fv6lp,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/avkb3,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/p08mm,Sauvegarde II,Sauvegarde II,Influence vitale III,Retour PA II,Retour PA II,Influence du Wakfu II,Profit II,Profit II,Puissance brute II,Influence III,Maniement : Dague,Lunatique
https://www.zenithwakfu.com/builder/mzfml,Abandon II,Abandon II,Ambition III,Influence III,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Neutralité III,Profit II,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/98vqv,Carapace sanguine III,Abandon II,Ambition III,Profit II,Sanguinolence III,Ambition III,Profit II,Puissance brute III,Abandon II,,Dénouement,Dernier instant
https://www.zenithwakfu.com/builder/kxllu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/q4s38,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vuysg,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/hsbqu,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/lwb8o,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gv633,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jfl5z,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zwzzf,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/uapgu,Ambition II,Ambition II,Ambition II,Neutralité II,Influence vitale II,Influence vitale II,Neutralité II,Carnage III,Force vitale II,Carnage III,Dénouement,Alternance II
https://www.zenithwakfu.com/builder/rtxpz,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/cjmv7,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jzzxz,Sauvegarde II,,Retour PA II,Retour PA II,Influence du Wakfu II,,Influence III,Puissance brute II,,,,
https://www.zenithwakfu.com/builder/xarls,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/udpqv,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rxzbe,Ruine III,Expert des armes légères III,Expert des armes légères III,Sauvegarde II,Sauvegarde II,Ruine III,Ruine cyclique II,Courage III,Sauvegarde II,Courage III,,
https://www.zenithwakfu.com/builder/v9kom,Force vitale II,Influence III,Retour PA II,Influence vitale III,Influence vitale III,Ravage III,Dévastation III,Retour PA II,Sanguinolence II,Sanguinolence II,Anatomie,Sentinelle
https://www.zenithwakfu.com/builder/0o7xc,Carnage III,Carnage III,Neutralité II,Ambition III,Ambition III,Armure lourde II,Neutralité II,Carapace II,Influence III,Influence III,Concentration Elémentaire,Lunatique
https://www.zenithwakfu.com/builder/9dwem,,,Carapace II,,,,,,,,,
https://www.zenithwakfu.com/builder/ymmcb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/chwip,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/vgfa8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/ifzoe,Carapace II,,,Ravage II,,Vélocité I,,,Ravage II,,,
https://www.zenithwakfu.com/builder/3lpa0,Intégrité II,Ravage II,Expert des Parades II,Dérobade lente II,Cicatrisation III,Cicatrisation III,Carapace II,Enveloppe rocheuse III,Ravage II,Enveloppe rocheuse III,Concentration Elémentaire,Distribution
https://www.zenithwakfu.com/builder/0ps62,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/gvaqf,Vélocité II,Carapace II,Enveloppe rocheuse III,Théorie de la matière II,Prétention III,Cicatrisation III,Dévastation III,Enveloppe rocheuse III,Prétention III,Cicatrisation III,Pacte Wakfu,Longévité
https://www.zenithwakfu.com/builder/ihhm8,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/2gvvx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/jesm9,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/zzgfk,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/rdixw,Cicatrisation III,Dérobade continue III,Cicatrisation III,Sauvegarde du Wakfu II,Enveloppe rocheuse III,Vélocité II,Dérobade lente II,Théorie de la matière II,Dérobade continue III,Enveloppe rocheuse III,Mesure II,
https://www.zenithwakfu.com/builder/n01xk,Cicatrisation III,Influence III,Enveloppe rocheuse III,Enveloppe rocheuse III,Visibilité II,Vélocité II,Carapace II,Influence III,Ravage III,Influence du Wakfu II,Anatomie,Distribution
https://www.zenithwakfu.com/builder/mqqop,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/oabxx,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/avdsu,,Brûlure secondaire III,,Ventilation II,Ventilation II,,Arcanes III,Embuscade II,,,,
https://www.zenithwakfu.com/builder/k6nyb,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/phxwj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/omybt,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/pfytx,Carapace II,Courage III,Force vitale II,Altruisme III,Cicatrisation III,Vélocité II,Altruisme III,Courage III,Ravage III,Cicatrisation III,Abnégation,Distribution
https://www.zenithwakfu.com/builder/zgvuj,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/tu3vy,,,,,,,,,,,,
https://www.zenithwakfu.com/builder/prvxt,,Verrouillage III,Tellurisme III,Verrouillage III,Brûlure III,Poids Plume II,Force vitale II,Dévastation III,Ravage III,Poids Plume II,,
https://www.zenithwakfu.com/builder/qruey,,,,,,,,,,,,
